batter,runs,balls,fours,sixes,strike_rate,dismissal
Philip Salt,62,32,4,5,193.75,c Harshal Patel b Cummins
Virat Kohli,43,25,7,1,172.0,c Abhishek Sharma b Harsh Dubey
Mayank Agarawal,11,10,1,0,110.0,c Ishan Kishan b Nitish Reddy
Rajat Patidar,18,16,1,0,112.5,run out (Eshan Malinga)
Jitesh Sharma,24,15,1,2,160.0,c Abhinav Manohar b Jaydev Unadkat
Romario Shepherd,0,1,0,0,0.0,c and b Eshan Malinga
Krunal Pandya,8,6,2,0,133.33,hit wkt b Cummins
Tim David,1,5,0,0,20.0,c Klaasen b Eshan Malinga
Bhuvneshwar Kumar,3,2,0,0,150.0,b Cummins
Yash Dayal,3,6,0,0,50.0,c Aniket Verma b Harshal Patel
Lungi Ngidi,0,2,0,0,0.0,not out
