Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",2-92 & 2-40,RSA,Test,Rawalpindi,20 Oct 25,3.2 & 6.6,28 & 6,3 & 0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",6-112 & 4-79,RSA,Test,Lahore,12 Oct 25,3.2 & 2.8,35 & 28,3 & 4
"WEST INDIES TOUR OF PAKISTAN, 2025",6-41 & 4-80,WI,Test,Multan,25 Jan 25,2.7 & 3.8,15.1 & 21,3 & 0
"WEST INDIES TOUR OF PAKISTAN, 2025",5-39 & 1-42,WI,Test,Multan,17 Jan 25,3.5 & 4.2,11 & 10,2 & 1
"ENGLAND TOUR OF PAKISTAN, 2024",3-88 & 6-42,ENG,Test,Rawalpindi,24 Oct 24,3.1 & 2.3,28 & 18.2,2 & 2
"ENGLAND TOUR OF PAKISTAN, 2024",3-101 & 8-46,ENG,Test,Multan,15 Oct 24,3.6 & 2.8,28 & 16.3,5 & 1
"PAKISTAN TOUR OF SRI LANKA, 2023",0-10 & 7-70,SL,Test,Colombo,24 Jul 23,3.3 & 3,3 & 23,1 & 8
"PAKISTAN TOUR OF SRI LANKA, 2023",0-45 & 3-75,SL,Test,Galle,16 Jul 23,3.4 & 3,13 & 25,2 & 5
"NEW ZEALAND TOUR OF PAKISTAN, 2022-23",3-185 & DNB,NZ,Test,Karachi,26 Dec 22,2.9 & DNB,63 & DNB,5 & DNB
"ENGLAND TOUR OF PAKISTAN, 2022",4-126 & 0-38,ENG,Test,Karachi,17 Dec 22,4.2 & 7.6,30 & 5,1 & 0
"PAKISTAN TOUR OF SRI LANKA, 2022",1-64 & 1-54,SL,Test,Galle,24 Jul 22,3 & 3.8,21 & 14,2 & 0
"AUSTRALIA TOUR OF PAKISTAN, 2022",1-77 & 1-55,AUS,Test,Lahore,21 Mar 22,3.2 & 5.5,24 & 10,4 & 0
"AUSTRALIA TOUR OF PAKISTAN, 2022",1-134 & 0-7,AUS,Test,Karachi,12 Mar 22,2.7 & 7,48 & 1,6 & 0
"AUSTRALIA TOUR OF PAKISTAN, 2022",6-107 & DNB,AUS,Test,Rawalpindi,04 Mar 22,2.8 & DNB,38.1 & DNB,9 & DNB
"PAKISTAN TOUR OF BANGLADESH, 2021",0-33 & 0-41,BAN,Test,Dhaka,04 Dec 21,2.7 & 2,12 & 20,2 & 5
"PAKISTAN TOUR OF BANGLADESH, 2021",0-62 & 0-23,BAN,Test,Chattogram,26 Nov 21,2.3 & 2.5,26 & 9,6 & 3
"PAKISTAN TOUR OF WEST INDIES, 2021",0-1 & 3-52,WI,Test,"Kingston, Jamaica",20 Aug 21,1 & 2.3,1 & 22,0 & 7
"PAKISTAN TOUR OF ZIMBABWE, 2021",0-3 & 5-86,ZIM,Test,Harare,07 May 21,0.5 & 4.1,6 & 21,3 & 3
"PAKISTAN TOUR OF ZIMBABWE, 2021",1-29 & 2-27,ZIM,Test,Harare,29 Apr 21,2.6 & 3,11 & 9,2 & 1
"SOUTH AFRICA TOUR OF PAKISTAN, 2021",1-36 & 0-63,RSA,Test,Rawalpindi,04 Feb 21,2.1 & 3.1,17 & 20,8 & 6
"SOUTH AFRICA TOUR OF PAKISTAN, 2021",2-38 & 5-35,RSA,Test,Karachi,26 Jan 21,2.2 & 1.3,17 & 25.3,4 & 8
