batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,65,46,12,0,141.3,run out (Pathan)
Sanath Jayasuriya,20,12,1,2,166.67,lbw b Sreesanth
Shaun Pollock,0,1,0,0,0.0,c Chawla b Yuvraj Singh
Dilhara Fernando,2,1,0,0,200.0,not out
Dwayne Smith,20,16,2,1,125.0,run out (Yuvraj Singh/Chawla)
Ashish Nehra,0,1,0,0,0.0,run out (Srivastava/Jayawardene/Kaul)
Robin Uthappa,9,13,0,0,69.23,c Hopes b Yuvraj Singh
Abhishek Nayar,27,18,1,2,150.0,c Srivastava b Chawla
Siddharth Chitnis,15,6,1,1,250.0,run out (Srivastava)
Pinal Shah,5,5,0,0,100.0,c Singh b Sreesanth
Vikrant Yeligati,2,2,0,0,100.0,run out (Yuvraj Singh)
