batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,8,14,1,0,57.14,c Thakur b Khaleel Ahmed
Venkatesh Iyer,18,8,1,2,225.0,c Axar b Khaleel Ahmed
Shreyas Iyer,54,33,5,2,163.64,st Pant b Kuldeep Yadav
Nitish Rana,30,20,0,3,150.0,c Prithvi Shaw b Lalit Yadav
Andre Russell,24,21,3,0,114.29,c Sarfaraz Khan b Thakur
Sam Billings,15,9,1,1,166.67,c Lalit Yadav b Khaleel Ahmed
Pat Cummins,4,3,1,0,133.33,lbw b Kuldeep Yadav
Sunil Narine,4,2,1,0,200.0,c Rovman Powell b Kuldeep Yadav
Umesh Yadav,0,1,0,0,0.0,c and b Kuldeep Yadav
Rasikh Salam,7,6,1,0,116.67,c Rovman Powell b Thakur
Varun Chakaravarthy,1,1,0,0,100.0,not out
