batter,runs,balls,fours,sixes,strike_rate,dismissal
Sam Curran,20,19,2,0,105.26,lbw b Rashid Khan
Prabhsimran,35,21,3,3,166.67,c W Saha b Mohit Sharma
Rossouw,9,7,2,0,128.57,lbw b Noor Ahmad
Jitesh Sharma,13,12,0,1,108.33,b Sai Kishore
Livingstone,6,9,1,0,66.67,c Rahul Tewatia b Noor Ahmad
Shashank Singh,8,12,0,0,66.67,c and b Sai Kishore
Ashutosh Sharma,3,8,0,0,37.5,c Mohit Sharma b Sai Kishore
Harpreet Singh,14,19,0,0,73.68,run out (Sai Sudharsan/W Saha)
Harpreet Brar,29,12,4,1,241.67,c Shahrukh Khan b Sai Kishore
Harshal Patel,0,1,0,0,0.0,c Shahrukh Khan b Mohit Sharma
Rabada,1,1,0,0,100.0,not out
