batter,runs,balls,fours,sixes,strike_rate,dismissal
Chris Lynn,4,8,0,0,50.0,c Pollard b Bumrah
Narine,10,10,0,1,100.0,st Parthiv Patel b Karn Sharma
Gambhir,12,15,2,0,80.0,c Hardik Pandya b Karn Sharma
Uthappa,1,3,0,0,33.33,lbw b Bumrah
Jaggi,28,31,3,0,90.32,c Johnson b Karn Sharma
de Grandhomme,0,1,0,0,0.0,lbw b Karn Sharma
Suryakumar Yadav,31,25,2,1,124.0,c Malinga b Bumrah
Chawla,2,6,0,0,33.33,c Rayudu b Johnson
Coulter-Nile,6,4,0,1,150.0,c Hardik Pandya b Johnson
Umesh,2,3,0,0,66.67,not out
Rajpoot,4,7,1,0,57.14,b Malinga
