batter,runs,balls,fours,sixes,strike_rate,dismissal
Dale Steyn,1,1,0,0,100.0,not out
Praveen Kumar,12,16,1,0,75.0,c Umesh b A Russell
Eoin Morgan,5,11,0,0,45.45,run out (Gambhir/ten Doeschate)
Moises Henriques,41,33,2,2,124.24,c M Pandey b B Hogg
Shikhar Dhawan,15,15,3,0,100.0,c M Pandey b B Hogg
Naman Ojha,0,3,0,0,0.0,b Umesh
Bhuvneshwar Kumar,11,4,1,1,275.0,not out
David Warner,4,3,1,0,133.33,b Umesh
Karn Sharma,32,20,0,3,160.0,c Suryakumar Yadav b J Botha
Bipul Sharma,1,2,0,0,50.0,run out (Umesh/Uthappa)
Hanuma Vihari,6,12,0,0,50.0,st Uthappa b Chawla
