batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,8,7,1,0,114.29,c Dhoni b Sam Curran
Devdutt Padikkal,34,15,4,2,226.67,c Raina b Thakur
Washington Sundar,7,11,1,0,63.64,c Ruturaj Gaikwad b Ravindra Jadeja
Glenn Maxwell,22,15,3,0,146.67,b Ravindra Jadeja
AB de Villiers,4,9,0,0,44.44,b Ravindra Jadeja
Daniel Christian,1,3,0,0,33.33,run out (Ravindra Jadeja)
Kyle Jamieson,16,13,1,1,123.08,run out (Tahir)
Harshal Patel,0,8,0,0,0.0,b Tahir
Navdeep Saini,2,4,0,0,50.0,c Raina b Tahir
Yuzvendra Chahal,8,21,0,0,38.1,not out
Mohammed Siraj,12,14,0,1,85.71,not out
