batter,runs,balls,fours,sixes,strike_rate,dismissal
Brett Lee,9,5,0,1,180.0,run out (U Yadav)
Brendon McCullum,9,7,2,0,128.57,lbw b R van der Merwe
Jacques Kallis,4,4,1,0,100.0,b M Morkel
Gautam Gambhir,16,15,2,0,106.67,b M Morkel
Manoj Tiwary,0,1,0,0,0.0,b M Morkel
Yusuf Pathan,0,4,0,0,0.0,c N Ojha b U Yadav
Rajat Bhatia,7,9,0,0,77.78,st N Ojha b R van der Merwe
Laxmi Shukla,26,17,1,2,152.94,c Y Nagar b U Yadav
Debabrata Das,18,9,0,2,200.0,run out (A Finch/N Ojha)
Iqbal Abdulla,1,1,0,0,100.0,not out
