bowler,overs,maidens,runs,wickets,economy
Irfan Pathan,1,0,9,0,9.0
Roelof van der Merwe,3,0,28,2,9.33
Morne Morkel,3,0,18,3,6.0
Umesh Yadav,2,0,9,2,4.5
Glenn Maxwell,1,0,12,0,12.0
Shahbaz Nadeem,2,0,16,0,8.0
