Stat,Test,ODI,T20
WPL,Matches,0,0
Innings,0,0,92
Balls,0,0,1911
Runs,0,0,1375
Maidens,0,0,14
Wickets,0,0,127
Avg,0.0,0.0,10.83
Eco,0,0,4.32
SR,0.0,0.0,15.05
BBI,-/-,-/-,5/4
BBM,-/-,-/-,5/4
