Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"ENGLAND TOUR OF WEST INDIES, 2024",0-11,ENG,T20I,"Gros Islet, St Lucia",16 Nov 24,11,1,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-18,AUS,T20I,Adelaide,11 Feb 24,18,1,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-6,AUS,T20I,Hobart,09 Feb 24,6,1,0
"INDIA TOUR OF WEST INDIES, 2023",0-13,IND,T20I,"Lauderhill, Florida",12 Aug 23,13,1,0
"INDIA TOUR OF WEST INDIES, 2023",0-10,IND,T20I,Guyana,08 Aug 23,20,0.5,0
INDIAN PREMIER LEAGUE 2023,1-18,RR,T20,Guwahati,08 Apr 23,9,2,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2023",1-27,RSA,T20I,Centurion,26 Mar 23,13.5,2,0
"INDIA TOUR OF WEST INDIES, 2022",0-9,IND,T20I,"Lauderhill, Florida",07 Aug 22,9,1,0
"BANGLADESH TOUR OF WEST INDIES, 2022",0-8,BAN,ODI,Guyana,16 Jul 22,5.3,1.5,0
"WEST INDIES TOUR OF PAKISTAN, 2021-22",0-24,PAK,ODI,Multan,10 Jun 22,6,4,0
INDIAN PREMIER LEAGUE 2022,0-17,KKR,T20,Mumbai,10 Apr 22,17,1,0
"ENGLAND TOUR OF WEST INDIES, 2022",0-9,ENG,T20I,"Bridgetown, Barbados",26 Jan 22,9,1,0
"WEST INDIES TOUR OF NEW ZEALAND, 2020",0-9,NZ,T20I,Mount Maunganui,29 Nov 20,9,1,0
"WEST INDIES TOUR OF SRI LANKA, 2020",2-31,SL,T20I,Pallekele,04 Mar 20,7.7,4,0
"WINDIES TOUR OF BANGLADESH, 2018",0-7,BAN,T20I,Sylhet,17 Dec 18,7,1,0
"WINDIES TOUR OF BANGLADESH, 2018",0-21,BAN,ODI,Sylhet,14 Dec 18,6.3,3.3,0
"WINDIES TOUR OF BANGLADESH, 2018",1-41,BAN,ODI,Dhaka,11 Dec 18,5.8,7,0
"WINDIES TOUR OF BANGLADESH, 2018",1-7,BAN,ODI,Dhaka,09 Dec 18,7,1,0
"WINDIES TOUR OF INDIA, 2018",0-23,IND,ODI,Mumbai,29 Oct 18,5.7,4,0
"WINDIES TOUR OF PAKISTAN, 2018",0-13,PAK,T20I,Karachi,02 Apr 18,13,1,0
"WINDIES TOUR OF PAKISTAN, 2018",1-34,PAK,T20I,Karachi,01 Apr 18,11.3,3,0
"ICC WORLD CUP QUALIFIERS, 2018",0-26,ZIM,ODI,Harare,19 Mar 18,6.5,4,0
"ICC WORLD CUP QUALIFIERS, 2018",0-6,AFG,ODI,Harare,15 Mar 18,3,2,0
"WEST INDIES TOUR OF NEW ZEALAND, 2017-18",0-28,NZ,ODI,Christchurch,23 Dec 17,14,2,0
"WEST INDIES TOUR OF NEW ZEALAND, 2017-18",0-10,NZ,ODI,Whangarei,20 Dec 17,10,1,0
"WEST INDIES TOUR OF ENGLAND, 2017",0-19,ENG,ODI,Southampton,29 Sep 17,6.3,3,0
"WEST INDIES TOUR OF ENGLAND, 2017",0-10,ENG,ODI,London,27 Sep 17,5,2,0
"WEST INDIES TOUR OF ENGLAND, 2017",1-38,ENG,ODI,Bristol,24 Sep 17,4.7,8,0
"INDIA TOUR OF WEST INDIES, 2017",0-6,IND,ODI,"Kingston, Jamaica",06 Jul 17,6,1,0
"AFGHANISTAN TOUR OF WEST INDIES, 2017",0-8,AFG,ODI,"Gros Islet, St Lucia",11 Jun 17,3.6,2.2,0
"AFGHANISTAN TOUR OF WEST INDIES, 2017",1-20,AFG,T20I,"Basseterre, St Kitts",05 Jun 17,6.6,3,0
