batter,runs,balls,fours,sixes,strike_rate,dismissal
Jos Buttler,8,8,2,0,100.0,b Siraj
Vohra,7,9,1,0,77.78,c Kane Richardson b Jamieson
Samson,21,18,2,1,116.67,c Maxwell b Washington Sundar
Miller,0,2,0,0,0.0,lbw b Siraj
Shivam Dube,46,32,5,2,143.75,c Maxwell b Kane Richardson
Riyan Parag,25,16,4,0,156.25,c Chahal b Harshal Patel
Rahul Tewatia,40,23,4,2,173.91,c Shahbaz Ahmed b Siraj
Chris Morris,10,7,0,1,142.86,c Chahal b Harshal Patel
Shreyas Gopal,7,4,0,1,175.0,not out
Chetan Sakariya,0,1,0,0,0.0,c de Villiers b Harshal Patel
