bowler,overs,maidens,runs,wickets,economy
Jaydev Unadkat,4,0,25,2,6.2
Shardul Thakur,4,0,35,3,8.8
Daniel Christian,4,0,26,0,6.5
Ben Stokes,4,0,18,3,4.5
Imran Tahir,4,0,27,1,6.8
