batter,runs,balls,fours,sixes,strike_rate,dismissal
Isa Zaroo,8,7,1,0,114.29,retd hurt
Kushaal Krishnakumar,32,14,1,3,228.57,c Parveen Kumar b Janitha Fernando
Manan Bashir,8,4,0,1,200.0,c Irfan Ringku b Luca Petre
Milen Gogev,0,2,0,0,0.0,c Tharindu Sandaruwan b Luca Petre
Jakob Gul,2,2,0,0,100.0,not out
Chris Hristo Lakov,1,1,0,0,100.0,not out
