Stat,Test,ODI,T20,IPL
Matches,0,0,13,0
Innings,0,0,13,0
Runs,0,0,143,0
Balls,0,0,139,0
Highest,0,0,28,0
Average,0,0,11.92,0
SR,0,0,102.88,0
Not Out,0,0,1,0
Fours,0,0,10,0
Sixes,0,0,7,0
Ducks,0,0,2,0
