batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,5,6,1,0,83.33,c Rayudu b P Ojha
Brad Hodge,40,30,0,3,133.33,c Rohit b K Santokie
Rajat Bhatia,6,4,1,0,150.0,not out
Stuart Binny,2,10,0,0,20.0,st Tare b Shreyas Gopal
Kevon Cooper,5,8,0,0,62.5,c K Pollard b Harbhajan
James Faulkner,31,21,1,2,147.62,not out
Ankit Sharma,4,3,0,0,133.33,c Rayudu b Shreyas Gopal
Unmukt Chand,2,9,0,0,22.22,c M Hussey b P Ojha
Karun Nair,48,24,4,3,200.0,c K Santokie b Harbhajan
Sanju Samson,2,5,0,0,40.0,c Rayudu b K Santokie
