over,runs,wickets
1,1,0
2,6,0
3,1,0
4,3,0
5,11,0
6,6,0
7,4,0
8,7,0
9,14,0
10,5,0
11,8,0
12,6,0
13,12,0
14,14,0
15,5,0
16,14,0
17,13,0
18,15,0
19,18,0
20,11,0
