bowler,overs,maidens,runs,wickets,economy
Boult,4,0,35,1,8.8
Sandeep Sharma,4,0,46,0,11.5
Navdeep Saini,4,0,40,3,10.0
Zampa,4,0,26,1,6.5
Chahal,4,0,40,0,10.0
