batter,runs,balls,fours,sixes,strike_rate,dismissal
Kohli,6,12,0,0,50.0,c Ravindra Jadeja b Harbhajan
Parthiv Patel,29,35,2,0,82.86,c Kedar Jadhav b DJ Bravo
Moeen,9,8,0,1,112.5,c and b Harbhajan
de Villiers,9,10,0,0,90.0,c Ravindra Jadeja b Harbhajan
Hetmyer,0,2,0,0,0.0,run out (Raina/Dhoni)
Shivam Dube,2,5,0,0,40.0,c Watson b Tahir
de Grandhomme,4,6,1,0,66.67,c Dhoni b Ravindra Jadeja
Navdeep Saini,2,3,0,0,66.67,c Watson b Tahir
Chahal,4,12,0,0,33.33,c Harbhajan b Tahir
Umesh,1,10,0,0,10.0,b Ravindra Jadeja
Siraj,0,1,0,0,0.0,not out
