Stat,Test,ODI,T20,IPL
Matches,6,21,31,6
Innings,12,19,29,6
Runs,476,603,697,110
Balls,730,652,465,70
Highest,154,110,105,55
Average,43.27,33.5,29.04,18.33
SR,65.21,92.49,149.90,157.15
Not Out,1,1,5,0
Fours,62,56,56,15
Sixes,5,16,40,5
Ducks,0,1,0,0
