batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,19,18,1,1,105.56,c M Patel b RP Singh
Jean-Paul Duminy,25,24,3,0,104.17,not out
Cameron White,0,1,0,0,0.0,c RP Singh b L Malinga
Dale Steyn,3,5,0,0,60.0,c & b L Malinga
Shikhar Dhawan,29,32,3,0,90.63,st D Karthik b H Singh
Amit Mishra,1,6,0,0,16.67,c J Franklin b L Malinga
Bharath Chipli,1,3,0,0,33.33,c H Singh b J Franklin
Ishank Jaggi,2,7,0,0,28.57,c M Patel b H Singh
Daniel Christian,5,5,1,0,100.0,c R Sharma b J Franklin
Ashish Reddy,10,10,0,1,100.0,c R Sharma b M Patel
Veer Pratap Singh,0,1,0,0,0.0,c R Sharma b L Malinga
