batter,runs,balls,fours,sixes,strike_rate,dismissal
Warner,51,47,6,0,108.51,c Riley Meredith b Behrendorff
Prithvi Shaw,15,10,3,0,150.0,c Green b Hrithik Shokeen
Manish Pandey,26,18,5,0,144.44,c Behrendorff b Chawla
Yash Dhull,2,4,0,0,50.0,c Nehal Wadhera b Riley Meredith
Rovman Powell,4,4,1,0,100.0,lbw b Chawla
Lalit Yadav,2,4,0,0,50.0,b Chawla
Axar,54,25,4,5,216.0,c Arshad Khan b Behrendorff
Abishek Porel,1,3,0,0,33.33,c Green b Behrendorff
Kuldeep Yadav,0,1,0,0,0.0,run out (Nehal Wadhera)
Nortje,5,3,1,0,166.67,b Riley Meredith
Mustafizur,1,1,0,0,100.0,not out
