batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul,47,30,2,4,156.67,c Sarfaraz Khan b Washington Sundar
Mayank Agarwal,15,11,3,0,136.36,c de Kock b Umesh
Finch,0,1,0,0,0.0,lbw b Umesh
Yuvraj,4,4,1,0,100.0,b Umesh
Nair,29,26,3,0,111.54,b Kulwant Khejroliya
Stoinis,11,9,0,1,122.22,st de Kock b Washington Sundar
Axar,2,3,0,0,66.67,lbw b Kulwant Khejroliya
Ashwin,33,21,3,1,157.14,st de Kock b Chahal
Andrew Tye,7,7,0,0,100.0,c Kohli b Chris Woakes
Mohit Sharma,1,2,0,0,50.0,not out
Mujeeb,0,2,0,0,0.0,c Sarfaraz Khan b Chris Woakes
