batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,5,8,0,0,62.5,lbw b S Hasan
Michael Clarke,13,18,0,0,72.22,st B McCullum b Y Pathan
Robin Uthappa,8,8,1,0,100.0,c Manoj Tiwary b I Abdulla
Jesse Ryder,22,24,0,2,91.67,b Y Pathan
Wayne Parnell,3,5,0,0,60.0,c (sub)L Shukla b L Balaji
Bhuvneshwar Kumar,3,6,0,0,50.0,not out
Callum Ferguson,12,18,0,0,66.67,c J Kallis b R Bhatia
Ali Murtaza,3,5,0,0,60.0,not out
Harpreet Singh Bhatia,6,6,0,0,100.0,c & b S Narine
Anustup Majumdar,17,22,0,0,77.27,st B McCullum b S Hasan
