Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-26,GT,T20,Ahmedabad,03 May 26,10.4,2.5,0
INDIAN PREMIER LEAGUE 2026,0-11,DC,T20,Delhi,25 Apr 26,11,1,0
INDIAN PREMIER LEAGUE 2026,0-17,CSK,T20,Chennai,03 Apr 26,17,1,0
ICC MEN'S T20 WORLD CUP 2026,1-16,OMAN,T20I,Pallekele,20 Feb 26,8,2,0
ICC MEN'S T20 WORLD CUP 2026,2-46,SL,T20I,Pallekele,16 Feb 26,11.5,4,0
ICC MEN'S T20 WORLD CUP 2026,1-17,ZIM,T20I,Colombo,13 Feb 26,6.8,2.5,0
"INDIA TOUR OF AUSTRALIA, 2025",1-41,IND,T20I,Queensland,06 Nov 25,10.2,4,0
"INDIA TOUR OF AUSTRALIA, 2025",1-22,IND,T20I,Hobart,02 Nov 25,11,2,0
"INDIA TOUR OF AUSTRALIA, 2025",1-24,IND,T20I,Melbourne,31 Oct 25,6,4,0
"INDIA TOUR OF AUSTRALIA, 2025",0-10,IND,T20I,Canberra,29 Oct 25,10,1,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",1-43,NZ,T20I,Mount Maunganui,04 Oct 25,10.7,4,1
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",0-27,NZ,T20I,Mount Maunganui,01 Oct 25,13.5,2,0
INDIAN PREMIER LEAGUE 2025,1-14,MI,T20,Ahmedabad,01 Jun 25,14,1,0
INDIAN PREMIER LEAGUE 2025,0-21,DC,T20,Jaipur,24 May 25,16.1,1.3,0
INDIAN PREMIER LEAGUE 2025,0-17,LSG,T20,Dharamsala,04 May 25,17,1,0
INDIAN PREMIER LEAGUE 2025,0-13,RCB,T20,New Chandigarh,20 Apr 25,13,1,0
INDIAN PREMIER LEAGUE 2025,0-6,SRH,T20,Hyderabad,12 Apr 25,15,0.4,0
INDIAN PREMIER LEAGUE 2025,0-10,CSK,T20,New Chandigarh,08 Apr 25,10,1,0
INDIAN PREMIER LEAGUE 2025,0-48,RR,T20,New Chandigarh,05 Apr 25,12,4,0
INDIAN PREMIER LEAGUE 2025,0-15,LSG,T20,Lucknow,01 Apr 25,7.5,2,0
INDIAN PREMIER LEAGUE 2025,0-31,GT,T20,Ahmedabad,25 Mar 25,15.5,2,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",0-15,PAK,T20I,Hobart,18 Nov 24,15,1,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",0-27,PAK,T20I,Sydney,16 Nov 24,9,3,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",0-11,PAK,ODI,Perth,10 Nov 24,3.6,3,1
"AUSTRALIA TOUR OF ENGLAND, 2024",0-31,ENG,T20I,Cardiff,13 Sep 24,15.5,2,0
"AUSTRALIA TOUR OF ENGLAND, 2024",1-30,ENG,T20I,Southampton,11 Sep 24,10,3,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",1-14,SCO,T20I,Edinburgh,07 Sep 24,7,2,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",4-23,SCO,T20I,Edinburgh,06 Sep 24,6.7,3.4,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",0-10,SCO,T20I,Edinburgh,04 Sep 24,5,2,0
ICC MENS T20 WORLD CUP 2024,2-56,IND,T20I,"Gros Islet, St Lucia",24 Jun 24,14,4,0
ICC MENS T20 WORLD CUP 2024,1-19,AFG,T20I,"Kingstown, St Vincent",22 Jun 24,9.5,2,0
ICC MENS T20 WORLD CUP 2024,1-24,BAN,T20I,"North Sound, Antigua",20 Jun 24,12,2,0
ICC MENS T20 WORLD CUP 2024,2-9,NAM,T20I,"North Sound, Antigua",11 Jun 24,3,3,0
ICC MENS T20 WORLD CUP 2024,1-24,ENG,T20I,"Bridgetown, Barbados",08 Jun 24,8,3,0
ICC MENS T20 WORLD CUP 2024,3-19,OMAN,T20I,"Bridgetown, Barbados",05 Jun 24,6.3,3,0
INDIAN PREMIER LEAGUE 2024,0-29,KKR,T20,Lucknow,05 May 24,14.5,2,0
INDIAN PREMIER LEAGUE 2024,1-19,MI,T20,Lucknow,30 Apr 24,6.3,3,0
INDIAN PREMIER LEAGUE 2024,1-3,RR,T20,Lucknow,27 Apr 24,3,1,0
INDIAN PREMIER LEAGUE 2024,0-49,CSK,T20,Chennai,23 Apr 24,12.2,4,0
INDIAN PREMIER LEAGUE 2024,1-7,CSK,T20,Lucknow,19 Apr 24,3.5,2,0
INDIAN PREMIER LEAGUE 2024,0-10,DC,T20,Lucknow,12 Apr 24,10,1,0
INDIAN PREMIER LEAGUE 2024,1-9,RCB,T20,Bengaluru,02 Apr 24,9,1,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",3-36,WI,T20I,Adelaide,11 Feb 24,9,4,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",2-20,WI,T20I,Hobart,09 Feb 24,6.6,3,0
"AUSTRALIA TOUR OF INDIA, 2023",1-27,IND,T20I,Thiruvananthapuram,26 Nov 23,9,3,0
"AUSTRALIA TOUR OF INDIA, 2023",0-36,IND,T20I,Visakhapatnam,23 Nov 23,12,3,0
ICC CRICKET WORLD CUP 2023,1-45,BAN,ODI,Pune,11 Nov 23,9,5,0
ICC CRICKET WORLD CUP 2023,0-2,AFG,ODI,Mumbai,07 Nov 23,2,1,0
ICC CRICKET WORLD CUP 2023,1-34,ENG,ODI,Ahmedabad,04 Nov 23,8.5,4,0
ICC CRICKET WORLD CUP 2023,2-40,PAK,ODI,Bengaluru,20 Oct 23,8,5,0
