Stat,Test,ODI,T20,IPL
Matches,0,0,13,0
Innings,0,0,13,0
Runs,0,0,435,0
Balls,0,0,276,0
Highest,0,0,72,0
Average,0,0,36.25,0
SR,0,0,157.61,0
Not Out,0,0,1,0
Fours,0,0,35,0
Sixes,0,0,33,0
Ducks,0,0,1,0
