over,runs,wickets
1,0,0
2,8,0
3,6,0
4,5,0
5,8,0
6,14,0
7,3,0
8,8,0
9,3,0
10,4,0
11,15,0
12,15,0
13,6,0
14,8,0
15,7,0
16,9,0
17,1,0
18,10,0
19,21,0
20,4,0
