batter,runs,balls,fours,sixes,strike_rate,dismissal
Narine,0,6,0,0,0.0,c and b Unadkat
Gambhir,24,19,3,1,126.32,c A Rahane b Washington Sundar
Jackson,10,9,2,0,111.11,hit wkt b Washington Sundar
M Pandey,37,32,3,1,115.62,c A Rahane b Christian
Y Pathan,4,9,0,0,44.44,lbw b Tahir
de Grandhomme,36,19,3,2,189.47,c Washington Sundar b Unadkat
Suryakumar Yadav,30,16,2,2,187.5,not out
C Woakes,1,3,0,0,33.33,run out (Steven Smith/Christian)
Coulter-Nile,6,5,0,1,120.0,c Washington Sundar b Stokes
Umesh,2,2,0,0,100.0,not out
