batter,runs,balls,fours,sixes,strike_rate,dismissal
Dwayne Bravo,20,15,2,1,133.33,run out (McClenaghan/Parthiv Patel)
Dwayne Smith,0,4,0,0,0.0,lbw b Malinga
MS Dhoni,0,1,0,0,0.0,lbw b Harbhajan
Ashish Nehra,0,1,0,0,0.0,c L Simmons b Malinga
Suresh Raina,25,20,0,2,125.0,c & b Harbhajan
Ravindra Jadeja,19,10,1,1,190.0,c Jagadeesha Suchith b McClenaghan
Ravichandran Ashwin,23,12,2,1,191.67,c Rayudu b Malinga
Michael Hussey,16,11,1,1,145.45,c Parthiv Patel b Vinay
Faf du Plessis,45,34,5,1,132.35,c Vinay b Jagadeesha Suchith
Mohit Sharma,3,3,0,0,100.0,not out
Pawan Negi,3,3,0,0,100.0,c (sub)Chand b Vinay
