batter,runs,balls,fours,sixes,strike_rate,dismissal
Wriddhiman Saha,21,17,4,0,123.53,c Tushar Deshpande b D Chahar
Shubman Gill,8,5,0,1,160.0,lbw b D Chahar
Sai Sudharsan,37,31,3,0,119.35,c Sameer Rizvi b Matheesha Pathirana
Vijay Shankar,12,12,0,1,100.0,c Dhoni b Daryl Mitchell
David Miller,21,16,3,0,131.25,c Ajinkya Rahane b Tushar Deshpande
Azmatullah Omarzai,11,10,1,0,110.0,c Rachin Ravindra b Tushar Deshpande
Rahul Tewatia,6,11,1,0,54.55,c Rachin Ravindra b Mustafizur
Rashid Khan,1,2,0,0,50.0,c Rachin Ravindra b Mustafizur
Umesh Yadav,10,11,0,1,90.91,not out
Spencer Johnson,5,5,1,0,100.0,not out
