Stat,Test,ODI,T20,IPL
Matches,0,0,20,0
Innings,0,0,17,0
Runs,0,0,220,0
Balls,0,0,228,0
Highest,0,0,32,0
Average,0,0,18.33,0
SR,0,0,96.50,0
Not Out,0,0,5,0
Fours,0,0,12,0
Sixes,0,0,4,0
Ducks,0,0,0,0
