Stat,Test,ODI,T20,IPL
Matches,0,0,20,0
Innings,0,0,18,0
Balls,0,0,384,0
Runs,0,0,407,0
Maidens,0,0,1,0
Wickets,0,0,22,0
Avg,0.0,0.0,18.5,0.0
Eco,0,0,6.36,0
SR,0.0,0.0,17.45,0.0
BBI,-/-,-/-,4/22,-/-
BBM,-/-,-/-,4/22,-/-
