batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,44,30,3,3,146.67,c Steven Smith b A Mishra
de Kock,2,4,0,0,50.0,c Pant b Stoinis
Suryakumar Yadav,24,15,4,0,160.0,c Pant b Avesh Khan
Ishan Kishan,26,28,1,1,92.86,b A Mishra
Hardik Pandya,0,1,0,0,0.0,c Steven Smith b A Mishra
Krunal Pandya,1,5,0,0,20.0,b Lalit Yadav
Pollard,2,5,0,0,40.0,lbw b A Mishra
Jayant Yadav,23,22,1,0,104.55,c and b Rabada
Rahul Chahar,6,6,1,0,100.0,c Pant b Avesh Khan
Bumrah,3,3,0,0,100.0,not out
Boult,1,1,0,0,100.0,not out
