over,runs,wickets
1,5,0
2,2,0
3,1,0
4,5,0
5,8,0
6,2,0
7,4,0
8,5,0
9,13,0
10,4,0
11,7,0
12,8,0
13,15,0
14,7,0
15,7,0
16,3,0
17,4,0
18,13,0
19,14,0
20,30,0
