batter,runs,balls,fours,sixes,strike_rate,dismissal
Tillakaratne Dilshan,5,9,0,0,55.56,b I Sharma
Chris Gayle,1,2,0,0,50.0,c P Patel b H Vihari
Murali Kartik,2,2,0,0,100.0,not out
Virat Kohli,46,44,5,1,104.55,c & b Ashish Reddy
Moises Henriques,44,40,5,0,110.0,c Cameron White b I Sharma
Vinay Kumar,7,4,1,0,175.0,c K Sangakkara b I Sharma
Arun Karthik,0,1,0,0,0.0,c Ashish Reddy b T Perera
Mayank Agarwal,7,8,0,0,87.5,c Ankit Sharma b D Steyn
Jaydev Unadkat,1,1,0,0,100.0,not out
Karun Nair,9,9,0,0,100.0,lbw b A Mishra
