Stat,Test,ODI,T20,IPL
Matches,0,0,39,0
Innings,0,0,11,0
Balls,0,0,175,0
Runs,0,0,236,0
Maidens,0,0,0,0
Wickets,0,0,5,0
Avg,0.0,0.0,47.2,0.0
Eco,0,0,8.09,0
SR,0.0,0.0,35.0,0.0
BBI,-/-,-/-,1/8,-/-
BBM,-/-,-/-,1/8,-/-
