Stat,Test,ODI,T20,IPL
Matches,0,0,39,0
Innings,0,0,39,0
Runs,0,0,647,0
Balls,0,0,566,0
Highest,0,0,68,0
Average,0,0,21.57,0
SR,0,0,114.32,0
Not Out,0,0,9,0
Fours,0,0,49,0
Sixes,0,0,32,0
Ducks,0,0,2,0
