over,runs,wickets
1,5,0
2,7,0
3,11,0
4,12,0
5,10,0
6,9,0
7,7,0
8,4,0
9,15,0
10,8,0
11,7,0
12,20,0
13,10,0
14,11,0
15,10,0
16,11,0
17,5,0
18,20,0
19,9,0
20,8,0
