over,runs,wickets
1,7,0
2,5,0
3,9,0
4,2,0
5,9,0
6,3,0
7,5,0
8,12,0
9,5,0
10,9,0
11,7,0
12,3,0
13,4,0
14,7,0
15,0,0
16,1,0
17,12,0
18,9,0
19,7,0
20,13,0
