batter,runs,balls,fours,sixes,strike_rate,dismissal
Zeeshan Khan,70,51,6,1,137.25,c and b Kabir Mirpuri
Rockey Dianish,14,17,0,1,82.35,c Iain Latin b Joe Wilson
Priyan Pushparajan,5,8,0,0,62.5,c Avinash Pai b Joe Wilson
Flynn Zahra,21,19,0,1,110.53,st Chris Pyle b Iain Latin
Jaspal Singh,32,11,1,4,290.91,c Harry Pile b Avinash Pai
Muhammad Ajmal,0,1,0,0,0.0,run out (Avinash Pai/Kabir Mirpuri)
Darshit Patankar,5,7,1,0,71.43,run out (Chris Pyle)
Imran Ameer,1,2,0,0,50.0,st Chris Pyle b Avinash Pai
Adnan Anwar,5,2,1,0,250.0,not out
Salman Sharjeel,0,1,0,0,0.0,b Avinash Pai
Jais Mathew,1,1,0,0,100.0,not out
