Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-35,KKR,T20,Kolkata,02 Apr 26,17.5,2,0
INDIAN PREMIER LEAGUE 2026,2-35,RCB,T20,Bengaluru,28 Mar 26,11.6,3,0
"ENGLAND TOUR OF NETHERLANDS, 2022",1-38,NED,ODI,Amstelveen,22 Jun 22,4.2,9,1
