Stat,Test,ODI,T20,IPL
Matches,0,1,0,2
Innings,0,1,0,2
Balls,0,54,0,30
Runs,0,38,0,70
Maidens,0,1,0,0
Wickets,0,1,0,2
Avg,0.0,38.0,0.0,35.0
Eco,0,4.22,0,14
SR,0.0,54.0,0.0,15.0
BBI,-/-,1/38,-/-,2/35
BBM,-/-,1/38,-/-,2/35
