over,runs,wickets
1,4,0
2,4,0
3,3,0
4,4,0
5,15,0
6,17,0
7,7,0
8,7,0
9,8,0
10,4,0
11,3,0
12,6,0
13,8,0
14,6,0
15,13,0
16,4,0
17,3,0
18,3,0
19,8,0
20,6,0
