over,runs,wickets
1,4,0
2,6,0
3,6,0
4,9,0
5,6,0
6,9,0
7,6,0
8,6,0
9,4,0
10,4,0
11,8,0
12,13,0
13,2,0
14,7,0
15,13,0
16,9,0
17,5,0
18,17,0
19,11,0
20,7,0
