batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,1,2,0,0,50.0,c Mathews b Zaheer
Shaun Marsh,5,4,1,0,125.0,lbw b Duminy
George Bailey,18,16,3,0,112.5,lbw b A Mishra
Wriddhiman Saha,3,8,0,0,37.5,c K Jadhav b Coulter-Nile
Anureet Singh,8,3,0,1,266.67,not out
Thisara Perera,3,7,0,0,42.86,c S Tiwary b Coulter-Nile
David Miller,42,41,4,1,102.44,c S Tiwary b Coulter-Nile
Manan Vohra,1,7,0,0,14.29,c K Jadhav b Zaheer
Shardul Thakur,7,6,1,0,116.67,not out
Axar Patel,22,26,0,1,84.62,c M Agarwal b Coulter-Nile
