bowler,overs,maidens,runs,wickets,economy
Boult,4,0,21,3,5.2
Krunal Pandya,3,0,13,0,4.3
Jayant Yadav,3,0,18,0,6.0
Bumrah,4,0,17,3,4.2
Coulter-Nile,2,0,14,1,7.0
Rahul Chahar,4,0,24,1,6.0
