Stat,Test,ODI,T20,IPL
Matches,13,47,25,112
Innings,21,25,6,44
Runs,377,329,69,339
Balls,630,313,38,252
Highest,67,50,22,68
Average,18.85,17.32,23,11.3
SR,59.85,105.12,181.58,134.53
Not Out,1,6,3,14
Fours,46,31,5,31
Sixes,9,9,4,13
Ducks,3,1,2,8
