Stat,Test,ODI,T20,IPL
Matches,13,47,25,112
Innings,22,46,24,107
Balls,1611,1940,506,2154
Runs,1024,2014,772,3434
Maidens,36,10,0,3
Wickets,33,65,33,113
Avg,31.03,30.98,23.39,30.39
Eco,3.81,6.23,9.15,9.57
SR,48.82,29.85,15.33,19.06
BBI,7/61,4/37,4/27,4/34
BBM,8/108,4/37,4/27,4/34
