batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,0,1,0,0,0.0,c Samson b Southee
Mitchell Johnson,0,4,0,0,0.0,c Southee b Faulkner
George Bailey,24,18,2,1,133.33,c Nair b Faulkner
Wriddhiman Saha,7,4,1,0,175.0,run out (Samson)
Murali Vijay,37,32,4,1,115.63,run out (Samson)
Anureet Singh,0,3,0,0,0.0,not out
David Miller,23,21,3,1,109.52,c Faulkner b D Kulkarni
Glenn Maxwell,7,5,1,0,140.0,c Southee b Faulkner
Axar Patel,24,28,2,0,85.71,b Southee
Karanveer Singh,5,4,1,0,125.0,not out
