batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,4,5,1,0,80.0,c Gambhir b Maharoof
Mohammad Kaif,6,6,1,0,100.0,st Karthik b Mishra
Irfan Pathan,21,16,2,0,131.25,st Karthik b Dilshan
Mahela Jayawardene,0,1,0,0,0.0,c Karthik b Sangwan
Kumar Sangakkara,17,9,1,1,188.89,c Sangwan b Maharoof
S Sreesanth,15,14,2,0,107.14,not out
Piyush Chawla,5,7,0,0,71.43,c Maharoof b Nannes
Ramesh Powar,3,7,0,0,42.86,b Nannes
Ravi Bopara,56,48,7,1,116.67,c Manhas b Mahesh
Yusuf Abdulla,0,1,0,0,0.0,not out
Manvinder Bisla,2,6,0,0,33.33,run out (Manhas)
