batter,runs,balls,fours,sixes,strike_rate,dismissal
Atharva Taide,0,3,0,0,0.0,c Avesh Khan b Yudhvir Singh
Prabhsimran Singh,4,4,1,0,100.0,b Yudhvir Singh
Matthew Short,34,22,5,1,154.55,c Stoinis b K Gowtham
Harpreet Singh Bhatia,22,22,3,0,100.0,c Yudhvir Singh b Krunal Pandya
Sikandar Raza,57,41,4,3,139.02,c Stoinis b Ravi Bishnoi
Sam Curran,6,6,1,0,100.0,c Krunal Pandya b Ravi Bishnoi
Jitesh Sharma,2,4,0,0,50.0,c Rahul b Mark Wood
Shahrukh Khan,23,10,1,2,230.0,not out
Harpreet Brar,6,4,1,0,150.0,c Pooran b Mark Wood
Kagiso Rabada,0,1,0,0,0.0,not out
