Stat,Test,ODI,T20,IPL
Matches,0,0,0,25
Innings,0,0,0,6
Runs,0,0,0,16
Balls,0,0,0,16
Highest,0,0,0,13
Average,0,0,0,8
SR,0,0,0,100.00
Not Out,0,0,0,4
Fours,0,0,0,0
Sixes,0,0,0,1
Ducks,0,0,0,2
