over,runs,wickets
1,16,0
2,14,0
3,6,0
4,17,0
5,10,0
6,12,0
7,4,0
8,4,0
9,3,0
10,4,0
11,10,0
12,3,0
13,9,0
14,16,0
15,17,0
16,7,0
17,9,0
18,15,0
19,10,0
20,19,0
