bowler,overs,maidens,runs,wickets,economy
Ajin Soman,2,0,18,0,9.0
Salman Sharjeel,3,0,29,1,9.7
Mehboob Ali,4,0,28,2,7.0
Imran Ameer,4,0,30,1,7.5
Priyan Pushparajan,4,0,27,2,6.8
Muhammad Ajmal,3,0,27,0,9.0
