bowler,overs,maidens,runs,wickets,economy
Dale Steyn,4,0,20,2,5.0
Bhuvneshwar Kumar,4,0,23,1,5.75
Karn Sharma,3,0,29,0,9.67
Moises Henriques,3,0,26,2,8.67
Amit Mishra,3,0,23,2,7.67
Irfan Pathan,3,0,18,0,6.0
