batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,24,12,3,1,200.0,c Krunal Pandya b Mohsin Khan
Jos Buttler,11,9,2,0,122.22,c Rahul b Naveen-ul-Haq
Samson,82,52,3,6,157.69,not out
Riyan Parag,43,29,1,3,148.28,c Deepak Hooda b Naveen-ul-Haq
Hetmyer,5,7,0,0,71.43,c Rahul b Ravi Bishnoi
Dhruv Jurel,20,12,1,1,166.67,not out
