Stat,Test,ODI,T20,IPL
Matches,28,3,0,0
Innings,40,0,0,0
Runs,120,0,0,0
Balls,688,0,0,0
Highest,29,0,0,0
Average,5.71,0,0,0
SR,17.44,0,0,0
Not Out,19,0,0,0
Fours,13,0,0,0
Sixes,2,0,0,0
Ducks,6,0,0,0
