Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"PAKISTAN TOUR OF SOUTH AFRICA, 2024 -25",3-94 & 0-19,RSA,Test,Cape Town,03 Jan 25,3.4 & 9.5,27.3 & 2,1 & 0
"PAKISTAN TOUR OF SOUTH AFRICA, 2024 -25",1-79 & 6-54,RSA,Test,Centurion,26 Dec 24,3.7 & 2.8,21 & 19.3,4 & 6
"PAKISTAN TOUR OF WEST INDIES, 2021",3-44 & 0-42,WI,Test,"Kingston, Jamaica",20 Aug 21,2.4 & 3,18 & 14,6 & 3
"PAKISTAN TOUR OF WEST INDIES, 2021",3-43 & 0-27,WI,Test,"Kingston, Jamaica",12 Aug 21,1.9 & 2.2,22 & 12,9 & 5
"PAKISTAN TOUR OF NEW ZEALAND, 2020-21",2-98 & DNB,NZ,Test,Christchurch,03 Jan 21,2.8 & DNB,34 & DNB,11 & DNB
"PAKISTAN TOUR OF NEW ZEALAND, 2020-21",1-49 & 1-33,NZ,Test,Mount Maunganui,26 Dec 20,1.5 & 3,31 & 11,14 & 2
"PAKISTAN TOUR OF ENGLAND, 2020",0-82 & DNB,ENG,Test,Southampton,21 Aug 20,2.4 & DNB,33 & DNB,8 & DNB
"PAKISTAN TOUR OF ENGLAND, 2020",2-28 & DNB,ENG,Test,Southampton,13 Aug 20,2 & DNB,14 & DNB,5 & DNB
"PAKISTAN TOUR OF ENGLAND, 2020",2-33 & 1-36,ENG,Test,Manchester,05 Aug 20,2.2 & 2.2,15 & 16,6 & 4
"BANGLADESH TOUR OF PAKISTAN, 2020",2-19 & 1-33,BAN,Test,Rawalpindi,07 Feb 20,1.1 & 1.9,17 & 17.4,9 & 5
"SRI LANKA TOUR OF PAKISTAN TEST SERIES, 2019",4-55 & 1-33,SL,Test,Karachi,19 Dec 19,2 & 2.7,27 & 12,9 & 2
"SRI LANKA TOUR OF PAKISTAN TEST SERIES, 2019",1-72 & DNB,SL,Test,Rawalpindi,11 Dec 19,2.6 & DNB,27 & DNB,9 & DNB
"PAKISTAN TOUR OF AUSTRALIA, 2019",0-100 & DNB,AUS,Test,Adelaide,29 Nov 19,3.4 & DNB,29 & DNB,7 & DNB
"PAKISTAN V AUSTRALIA IN UAE, 2019",0-71,AUS,ODI,Dubai,31 Mar 19,7.1,10,0
"PAKISTAN V AUSTRALIA IN UAE, 2019",0-38,AUS,ODI,Sharjah,24 Mar 19,5.4,7,0
"PAKISTAN V AUSTRALIA IN UAE, 2019",1-44,AUS,ODI,Sharjah,22 Mar 19,4.4,10,0
"PAKISTAN TOUR OF SOUTH AFRICA, 2018-19",2-44 & 1-73,RSA,Test,Johannesburg,11 Jan 19,2.4 & 4,18 & 18,6 & 3
"PAKISTAN TOUR OF SOUTH AFRICA, 2018-19",1-100 & 1-14,RSA,Test,Cape Town,03 Jan 19,2.9 & 3.5,34 & 4,8 & 0
"PAKISTAN V NEW ZEALAND IN UAE, 2018",0-18 & 0-29,NZ,Test,Dubai,24 Nov 18,2 & 1.9,9 & 15,4 & 7
"PAKISTAN V NEW ZEALAND IN UAE, 2018",2-13 & 0-31,NZ,Test,Abu Dhabi,16 Nov 18,1 & 1.4,12 & 22,7 & 10
"AUSTRALIA V PAKISTAN IN UAE, 2018",5-33 & 5-62,AUS,Test,Abu Dhabi,16 Oct 18,2.6 & 3.6,12.4 & 17,4 & 2
"AUSTRALIA V PAKISTAN IN UAE, 2018",4-29 & 3-56,AUS,Test,Dubai,07 Oct 18,1.5 & 2,19 & 27,9 & 7
"PAKISTAN TOUR OF ENGLAND, 2018",2-78 & DNB,ENG,Test,Leeds,01 Jun 18,3 & DNB,26 & DNB,8 & DNB
"PAKISTAN TOUR OF ENGLAND, 2018",4-23 & 4-41,ENG,Test,London,24 May 18,1.6 & 2.4,14 & 17,7 & 3
"PAKISTAN TOUR OF IRELAND, 2018",4-44 & 5-66,IRE,Test,Dublin,11 May 18,4 & 2.3,11 & 28.3,4 & 10
"PAKISTAN V SRI LANKA IN UAE, 2017",2-100 & 1-6,SL,Test,Dubai,06 Oct 17,3 & 1.5,33 & 4,9 & 2
"PAKISTAN V SRI LANKA IN UAE, 2017",3-75 & 2-22,SL,Test,Abu Dhabi,28 Sep 17,2.8 & 1.8,26.5 & 12,0 & 3
"PAKISTAN TOUR OF WEST INDIES, 2017",5-46 & 1-31,WI,Test,"Roseau, Dominica",10 May 17,1.8 & 1.5,25 & 20,7 & 9
"PAKISTAN TOUR OF WEST INDIES, 2017",4-56 & 2-57,WI,Test,"Bridgetown, Barbados",30 Apr 17,2.4 & 2.2,23 & 25,6 & 6
"PAKISTAN TOUR OF WEST INDIES, 2017",1-63 & 2-35,WI,Test,"Kingston, Jamaica",21 Apr 17,2.8 & 3.1,22 & 11,4 & 1
