batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,43,32,3,1,134.38,b Cummins
de Kock,2,6,0,0,33.33,c Tripathi b Chakravarthy
Suryakumar Yadav,56,36,7,2,155.56,c Shubman Gill b Shakib
Ishan Kishan,1,3,0,0,33.33,c Prasidh b Cummins
Hardik Pandya,15,17,2,0,88.24,c Russell b Prasidh
Pollard,5,8,1,0,62.5,c Karthik b Russell
Krunal Pandya,15,9,3,0,166.67,c Prasidh b Russell
Marco Jansen,0,1,0,0,0.0,c Cummins b Russell
Rahul Chahar,8,7,0,0,114.29,c Shubman Gill b Russell
Bumrah,0,1,0,0,0.0,c Shakib b Russell
