batter,runs,balls,fours,sixes,strike_rate,dismissal
Finch,3,7,0,0,42.86,b Chetan Sakariya
Venkatesh Iyer,6,12,0,0,50.0,c Chetan Sakariya b Axar
Shreyas Iyer,42,37,4,0,113.51,c Pant b Kuldeep Yadav
Indrajith,6,8,0,0,75.0,c Rovman Powell b Kuldeep Yadav
Narine,0,1,0,0,0.0,lbw b Kuldeep Yadav
Nitish Rana,57,34,3,4,167.65,c Chetan Sakariya b Mustafizur
Russell,0,3,0,0,0.0,st Pant b Kuldeep Yadav
Rinku Singh,23,16,3,0,143.75,c Rovman Powell b Mustafizur
Umesh,0,1,0,0,0.0,not out
Southee,0,1,0,0,0.0,b Mustafizur
Harshit Rana,0,1,0,0,0.0,not out
