over,runs,wickets
1,13,0
2,9,0
3,7,0
4,16,0
5,12,0
6,11,0
7,13,0
8,11,0
9,4,0
10,3,0
11,3,0
12,6,0
13,8,0
14,4,0
15,12,0
16,4,0
17,14,0
18,13,0
19,6,0
20,6,0
