batter,runs,balls,fours,sixes,strike_rate,dismissal
Head,34,28,3,1,121.43,c Ashwin b Sandeep Sharma
Abhishek Sharma,12,5,1,1,240.0,c Kohler-Cadmore b Boult
Tripathi,37,15,5,2,246.67,c Chahal b Boult
Markram,1,2,0,0,50.0,c Chahal b Boult
Klaasen,50,34,0,4,147.06,b Sandeep Sharma
Nitish Reddy,5,10,0,0,50.0,c Chahal b Avesh Khan
Abdul Samad,0,1,0,0,0.0,b Avesh Khan
Shahbaz Ahmed,18,18,0,1,100.0,c Dhruv Jurel b Avesh Khan
Cummins,5,5,1,0,100.0,not out
Jaydev Unadkat,5,2,1,0,250.0,run out (Avesh Khan)
