batter,runs,balls,fours,sixes,strike_rate,dismissal
Zaheer Khan,11,7,1,0,157.14,not out
Daniel Vettori,20,12,3,1,166.67,b L Balaji
Chris Gayle,2,8,0,0,25.0,c L Shukla b J Kallis
AB de Villiers,10,10,1,0,100.0,b L Balaji
Virat Kohli,6,14,1,0,42.86,c Manoj Tiwary b L Balaji
Cheteshwar Pujara,6,9,0,1,66.67,c Y Pathan b J Kallis
Vinay Kumar,25,26,0,1,96.15,c L Shukla b S Hasan
Saurabh Tiwary,18,19,1,0,94.74,c L Shukla b R Doeschate
Mayank Agarwal,5,6,0,0,83.33,c G Gambhir b L Balaji
Harshal Patel,10,9,1,0,111.11,b S Hasan
